id,target
134374,28.105
134375,54.415
134376,49.389
134377,74.651
134378,30.607
134379,33.112
134380,19.048
134381,21.613
134382,27.944
134383,52.121
134384,21.501
134385,29.577
134386,18.942
134387,19.191
134388,21.121
134389,61.317
134390,20.899
134391,28.193
134392,18.494
134393,18.247
134394,24.651
134395,105.38
134396,53.258
134397,64.803
134398,54.877
134399,63.216
134400,53.994
134401,111.158
134402,55.836
134403,66.501
134404,56.385
134405,65.5
134406,56.624
134407,118.493
134408,57.775
134409,69.453
134410,58.512
134411,70.179
134412,58.563
134413,122.917
134414,58.66
134415,70.66
134416,59.441
134417,71.263
134418,59.45
134419,131.293
134420,60.575
134421,73.223
134422,61.049
134423,74.285
134424,61.306
134425,129.248
134426,62.608
134427,74.92
134428,62.637
134429,76.297
134430,63.314
134431,126.043
134432,66.792
134433,78.991
134434,66.626
134435,80.876
134436,67.518
134437,112.022
134438,65.471
134439,76.847
134440,65.417
134441,79.195
134442,66.247
134443,78.676
134444,57.187
134445,66.179
134446,57.815
134447,70.584
134448,57.743
134449,66.37
134450,54.782
134451,62.588
134452,55.374
134453,68.822
134454,55.185
134455,59.156
134456,50.069
134457,57.769
134458,51.365
134459,64.896
134460,50.409
134461,56.559
134462,51.525
134463,59.33
134464,54.328
134465,70.001
134466,52.069
134467,59.322
134468,55.09
134469,63.795
134470,60.172
134471,76.048
134472,55.349
134473,56.982
134474,53.743
134475,62.302
134476,59.016
134477,75.923
134478,54.1
134479,63.153
134480,59.571
134481,66.761
134482,61.719
134483,83.518
134484,59.83
134485,66.86
134486,64.665
134487,70.985
134488,62.906
134489,89.631
134490,64.981
134491,74.148
134492,71.843
134493,75.352
134494,66.058
134495,95.926
134496,72.535
134497,82.283
134498,75.692
134499,79.236
134500,69.513
134501,97.448
134502,76.049
134503,106.892
134504,92.335
134505,91.488
134506,78.315
134507,103.987
134508,93.143
134509,145.643
134510,115.606
134511,114.108
134512,95.389
134513,118.988
134514,116.682
134515,138.453
134516,97.992
134517,108.185
134518,85.863
134519,103.12
134520,99.031
134521,129.019
134522,80.343
134523,97.029
134524,77.252
134525,88.965
134526,81.118
134527,125.496
134528,74.734
134529,91.371
134530,74.89
134531,85.894
134532,75.54
134533,130.121
134534,73.137
134535,88.484
134536,73.984
134537,86.092
134538,73.777
134539,92.665
134540,37.426
134541,48.464
134542,33.714
134543,35.214
134544,38.225
134545,80.186
134546,29.075
134547,34.074
134548,24.36
134549,25.279
134550,29.896
134551,79.854
134552,25.998
134553,30.776
134554,24.869
134555,25.623
134556,26.735
134557,87.376
134558,25.518
134559,29.621
134560,24.523
134561,25.75
134562,26.01
134563,90.421
134564,25.036
134565,25.465
134566,25.075
134567,24.517
134568,25.459
134569,84.697
134570,25.518
134571,26.159
134572,24.772
134573,23.973
134574,26.135
134575,78.964
134576,28.981
134577,29.957
134578,27.39
134579,26.55
134580,29.826
134581,66.503
134582,27.672
134583,28.881
134584,26.462
134585,25.904
134586,28.517
134587,68.725
134588,49.872
134589,57.578
134590,50.037
134591,60.508
134592,50.437
134593,52.4
134594,43.644
134595,48.783
134596,41.557
134597,52.875
134598,44.059
134599,47.697
134600,41.152
134601,46.012
134602,39.168
134603,51.568
134604,41.573
134605,44.994
134606,40.886
134607,45.505
134608,40.513
134609,52.966
134610,41.346
134611,50.233
134612,45.905
134613,51.232
134614,47.683
134615,60.704
134616,46.18
134617,51.313
134618,46.544
134619,52.444
134620,48.234
134621,62.993
134622,46.95
134623,56.833
134624,51.57
134625,55.963
134626,49.842
134627,69.784
134628,51.843
134629,61.542
134630,55.849
134631,59.414
134632,50.353
134633,76.499
134634,56.202
134635,64.327
134636,57.985
134637,58.691
134638,47.813
134639,76.678
134640,58.364
134641,74.099
134642,65.386
134643,66.74
134644,55.07
134645,80.615
134646,65.755
134647,103.101
134648,89.015
134649,87.129
134650,72.551
134651,95.895
134652,89.726
134653,144.173
134654,111.481
134655,111.729
134656,89.59
134657,114.958
134658,112.46
134659,133.48
134660,91.325
134661,103.094
134662,78.577
134663,98.624
134664,92.273
134665,119.297
134666,72.183
134667,88.636
134668,68.622
134669,80.884
134670,72.725
134671,107.723
134672,60.663
134673,76.784
134674,60.512
134675,72.847
134676,61.494
134677,110.844
134678,57.218
134679,71.758
134680,58.071
134681,70.113
134682,57.935
134683,109.303
134684,55.789
134685,69.19
134686,55.883
134687,69.91
134688,56.626
134689,111.75
134690,56.256
134691,68.591
134692,55.418
134693,69.438
134694,57.106
134695,114.758
134696,56.147
134697,68.588
134698,55.303
134699,69.978
134700,56.966
134701,117.022
134702,55.975
134703,68.234
134704,55.256
134705,69.726
134706,56.887
134707,123.232
134708,56.692
134709,68.563
134710,55.739
134711,70.103
134712,57.459
134713,123.794
134714,59.674
134715,71.44
134716,58.058
134717,72.962
134718,60.423
134719,125.034
134720,66.144
134721,78.21
134722,64.342
134723,79.913
134724,66.878
134725,103.783
134726,61.424
134727,71.613
134728,59.969
134729,73.717
134730,62.231
134731,66.258
134732,50.326
134733,57.401
134734,48.003
134735,65.227
134736,50.859
134737,48.953
134738,40.646
134739,45.557
134740,36.652
134741,52.395
134742,40.958
134743,43.736
134744,37.066
134745,41.648
134746,33.473
134747,48.214
134748,37.349
134749,40.908
134750,36.137
134751,40.431
134752,33.927
134753,47.927
134754,36.498
134755,45.457
134756,40.452
134757,45.293
134758,40.138
134759,55.007
134760,40.701
134761,46.85
134762,41.899
134763,47.437
134764,41.587
134765,58.77
134766,42.251
134767,52.293
134768,47.18
134769,51.202
134770,43.813
134771,64.54
134772,47.408
134773,55.538
134774,51.156
134775,53.987
134776,43.941
134777,70.524
134778,51.502
134779,60.308
134780,55.686
134781,55.89
134782,43.928
134783,74.358
134784,56.078
134785,66.517
134786,59.973
134787,60.486
134788,47.828
134789,75.964
134790,60.35
134791,99.143
134792,87.012
134793,83.132
134794,68.442
134795,93.984
134796,87.712
134797,139.994
134798,114.482
134799,112.981
134800,91.669
134801,117.944
134802,115.5
134803,125.217
134804,91.432
134805,101.032
134806,78.507
134807,98.898
134808,92.342
134809,111.218
134810,68.508
134811,83.618
134812,63.672
134813,78.597
134814,68.993
134815,100.175
134816,58.149
134817,73.062
134818,56.512
134819,70.397
134820,59.099
134821,99.546
134822,52.825
134823,65.142
134824,51.295
134825,64.482
134826,53.338
134827,45.761
134828,13.971
134829,25.485
134830,23.91
134831,26.319
134832,16.155
134833,42.904
134834,13.847
134835,19.742
134836,18.205
134837,18.17
134838,13.801
134839,91.35
134840,39.605
134841,48.116
134842,36.661
134843,47.711
134844,40.264
134845,95.779
134846,41.066
134847,49.729
134848,38.048
134849,49.539
134850,41.853
134851,105.028
134852,43.788
134853,53.236
134854,40.894
134855,53.339
134856,44.442
134857,104.449
134858,46.585
134859,55.918
134860,43.449
134861,55.631
134862,47.188
134863,106.549
134864,56.054
134865,65.587
134866,53.022
134867,65.59
134868,56.659
134869,87.555
134870,51.019
134871,58.896
134872,47.855
134873,60.405
134874,51.718
134875,46.517
134876,35.998
134877,39.721
134878,31.927
134879,43.754
134880,36.427
134881,36.099
134882,29.465
134883,32.46
134884,25.228
134885,36.101
134886,29.766
134887,33.929
134888,27.782
134889,30.879
134890,24.1
134891,35.175
134892,28.049
134893,34.148
134894,29.579
134895,32.686
134896,27.09
134897,38.989
134898,29.895
134899,39.126
134900,34.512
134901,38.583
134902,33.965
134903,46.59
134904,34.711
134905,41.349
134906,36.805
134907,41.45
134908,36.341
134909,51.651
134910,37.055
134911,43.053
134912,38.823
134913,42.028
134914,35.392
134915,54.132
134916,39.036
134917,44.039
134918,40.714
134919,42.635
134920,33.312
134921,57.622
134922,41.029
134923,45.217
134924,41.894
134925,41.119
134926,29.539
134927,56.644
134928,42.181
134929,48.621
134930,42.807
134931,42.349
134932,30.24
134933,55.001
134934,43.111
134935,79.176
134936,68.53
134937,63.27
134938,49.237
134939,72.578
134940,69.212
134941,123.542
134942,102.145
134943,97.965
134944,78.962
134945,102.176
134946,103.013
134947,115.701
134948,83.861
134949,91.286
134950,69.91
134951,87.749
134952,84.899
134953,103.754
134954,63.529
134955,76.257
134956,57.584
134957,70.065
134958,64.003
134959,94.775
134960,54.634
134961,67.025
134962,52.232
134963,63.796
134964,55.401
134965,94.778
134966,49.614
134967,60.518
134968,47.192
134969,59.147
134970,50.153
134971,43.926
134972,13.6
134973,24.632
134974,21.889
134975,22.217
134976,13.309
134977,43.394
134978,12.593
134979,20.765
134980,18.497
134981,18.429
134982,11.98
134983,44.058
134984,11.244
134985,17.765
134986,17.959
134987,17.58
134988,10.84
134989,45.093
134990,10.071
134991,17.555
134992,16.91
134993,16.399
134994,9.218
134995,50.865
134996,12.533
134997,18.347
134998,17.833
134999,16.953
135000,13.223
135001,50.664
135002,16.425
135003,21.263
135004,20.09
135005,19.016
135006,16.367
135007,48.346
135008,23.564
135009,27.333
135010,25.703
135011,25.138
135012,23.552
135013,37.35
135014,24.171
135015,24.74
135016,22.948
135017,23.047
135018,22.31
135019,10.551
135020,15.735
135021,14.999
135022,15.044
135023,15.57
135024,15.631
135025,2.705
135026,13.21
135027,12.986
135028,13.23
135029,14.758
135030,13.448
135031,0.699
135032,13.603
135033,14.366
135034,14.602
135035,16.844
135036,13.437
135037,0.778
135038,17.021
135039,17.093
135040,18.089
135041,21.36
135042,17.266
135043,4.008
135044,20.927
135045,22.047
135046,23.993
135047,27.406
135048,20.923
135049,5.938
135050,22.771
135051,24.226
135052,24.825
135053,31.733
135054,23.026
135055,8.461
135056,25.026
135057,27.389
135058,24.334
135059,35.094
135060,25.312
135061,8.918
135062,22.303
135063,26.062
135064,18.82
135065,36.743
135066,22.189
135067,10.076
135068,18.707
135069,23.64
135070,8.938
135071,33.896
135072,20.64
135073,12.057
135074,19.607
135075,26.151
135076,1.527
135077,25.386
135078,20.967
135079,34.91
135080,41.804
135081,46.549
135082,12.941
135083,32.083
135084,41.651
135085,67.885
135086,66.364
135087,70.849
135088,28.919
135089,45.841
135090,65.104
135091,57.187
135092,44.785
135093,43.231
135094,25.845
135095,30.926
135096,45.177
135097,47.846
135098,24.639
135099,31.152
135100,27.216
135101,23.68
135102,25.797
135103,42.405
135104,17.125
135105,25.558
135106,24.032
135107,19.949
135108,18.326
135109,43.543
135110,14.322
135111,23.215
135112,22.969
135113,21.273
135114,16.712
135115,42.391
135116,11.209
135117,20.657
135118,19.881
135119,19.413
135120,10.626
135121,43.907
135122,11.775
135123,19.439
135124,18.611
135125,18.279
135126,11.467
135127,45.797
135128,10.556
135129,19.311
135130,17.886
135131,15.839
135132,10.347
135133,46.733
135134,10.82
135135,18.812
135136,17.07
135137,15.908
135138,10.765
135139,51.88
135140,12.584
135141,18.696
135142,17.575
135143,15.942
135144,13.202
135145,52.339
135146,18.891
135147,21.581
135148,20.306
135149,19.232
135150,18.621
135151,56.238
135152,33.777
135153,33.797
135154,33.069
135155,31.658
135156,32.288
135157,42.927
135158,26.533
135159,27.08
135160,25.709
135161,25.568
135162,27.461
135163,16.228
135164,16.764
135165,16.915
135166,16.595
135167,17.529
135168,16.368
135169,9.886
135170,14.424
135171,14.415
135172,14.642
135173,16.032
135174,14.458
135175,7.467
135176,14.533
135177,15.993
135178,15.953
135179,18.072
135180,14.737
135181,6.043
135182,16.463
135183,19.36
135184,20.528
135185,23.504
135186,16.605
135187,9.486
135188,21.27
135189,25.577
135190,27.607
135191,31.293
135192,21.637
135193,11.919
135194,23.77
135195,28.502
135196,29.405
135197,35.951
135198,25.044
135199,12.429
135200,23.715
135201,26.971
135202,24.692
135203,37.495
135204,23.3
135205,12.476
135206,23.14
135207,27.078
135208,22.094
135209,39.995
135210,24.83
135211,11.481
135212,24.975
135213,19.198
135214,-0.905
135215,37.591
135216,25.188
135217,14.663
135218,26.147
135219,21.058
135220,15.322
135221,30.046
135222,28.386
135223,39.603
135224,51.311
135225,30.191
135226,21.289
135227,43.362
135228,46.349
135229,76.81
135230,74.86
135231,54.836
135232,46.194
135233,61.232
135234,75.969
135235,63.304
135236,47.604
135237,45.751
135238,26.797
135239,35.757
135240,48.843
135241,55.059
135242,26.873
135243,35.269
135244,20.994
135245,19.927
135246,30.173
135247,43.94
135248,19.603
135249,28.983
135250,20.249
135251,16.376
135252,20.651
135253,46.689
135254,16.418
135255,24.662
135256,18.599
135257,16.821
135258,17.272
135259,94.366
135260,47.685
135261,23.274
135262,20.374
135263,20.204
135264,48.337
135265,97.017
135266,47.257
135267,22.738
135268,20.919
135269,19.022
135270,48.068
135271,101.334
135272,47.754
135273,21.126
135274,20.055
135275,18.369
135276,48.508
135277,102.205
135278,46.953
135279,20.975
135280,19.745
135281,17.67
135282,47.745
135283,106.086
135284,46.519
135285,21.168
135286,19.762
135287,18.368
135288,47.281
135289,106.743
135290,50.34
135291,23.472
135292,21.573
135293,20.275
135294,51.063
135295,104.947
135296,56.573
135297,27.384
135298,25.389
135299,24.552
135300,57.335
135301,87.728
135302,52.485
135303,24.927
135304,23.38
135305,22.99
135306,53.262
135307,47.479
135308,36.75
135309,15.51
135310,15.548
135311,16.059
135312,37.23
135313,36.995
135314,31.918
135315,13.716
135316,13.887
135317,15.141
135318,32.3
135319,35.321
135320,32.001
135321,15.091
135322,15.071
135323,17.227
135324,32.296
135325,33.543
135326,32.523
135327,16.629
135328,17.544
135329,21.282
135330,32.881
135331,35.944
135332,34.426
135333,19.45
135334,22.321
135335,26.624
135336,34.768
135337,40.573
135338,39.109
135339,20.843
135340,24.473
135341,32.296
135342,39.49
135343,43.391
135344,41.244
135345,20.518
135346,22.76
135347,33.979
135348,41.47
135349,45.195
135350,43.934
135351,11.027
135352,20.718
135353,38.953
135354,44.456
135355,47.349
135356,45.352
135357,16.465
135358,19.366
135359,39.067
135360,46.106
135361,51.409
135362,47.027
135363,16.835
135364,13.581
135365,34.681
135366,47.262
135367,76.985
135368,65.982
135369,21.95
135370,12.341
135371,27.107
135372,66.781
135373,118.685
135374,97.522
135375,41.776
135376,28.74
135377,43.349
135378,98.234
135379,113.003
135380,83.36
135381,37.008
135382,26.576
135383,28.894
135384,84.375
135385,103.13
135386,64.457
135387,33.05
135388,23.985
135389,18.451
135390,64.932
135391,96.331
135392,55.676
135393,27.914
135394,23.752
135395,16.34
135396,56.496
135397,97.417
135398,52.433
135399,23.91
135400,23.955
135401,20.936
135402,53.025
135403,50.502
135404,17.748
135405,23.557
135406,16.717
135407,15.02
135408,18.46
135409,48.944
135410,15.32
135411,22.177
135412,18.611
135413,14.237
135414,16.345
135415,48.291
135416,13.201
135417,21.17
135418,20.788
135419,18.742
135420,13.181
135421,50.43
135422,13.068
135423,20.817
135424,19.817
135425,17.921
135426,14.557
135427,54.098
135428,14.391
135429,20.967
135430,19.845
135431,17.696
135432,16.476
135433,49.565
135434,16.722
135435,21.981
135436,20.856
135437,18.695
135438,18.297
135439,51.203
135440,26.139
135441,31.341
135442,29.904
135443,28.022
135444,26.402
135445,39.46
135446,21.377
135447,25.343
135448,23.814
135449,22.527
135450,22.36
135451,17.092
135452,14.521
135453,17.015
135454,16.586
135455,16.665
135456,14.247
135457,9.125
135458,12.323
135459,15.306
135460,15.234
135461,14.738
135462,12.15
135463,4.681
135464,9.413
135465,14.956
135466,14.987
135467,15.922
135468,9.672
135469,0.676
135470,10.375
135471,15.989
135472,17.605
135473,19.354
135474,10.69
135475,2.593
135476,10.052
135477,18.248
135478,21.667
135479,23.572
135480,10.514
135481,5.132
135482,11.737
135483,19.963
135484,24.188
135485,29.277
135486,11.045
135487,10.256
135488,13.764
135489,22.728
135490,7.649
135491,33.467
135492,13.293
135493,12.506
135494,14.868
135495,19.179
135496,22.261
135497,37.066
135498,15.107
135499,18.759
135500,19.39
135501,22.42
135502,15.531
135503,40.227
135504,18.905
135505,21.052
135506,16.61
135507,21.74
135508,19.245
135509,40.438
135510,18.287
135511,40.652
135512,35.406
135513,28.151
135514,31.493
135515,25.337
135516,36.68
135517,71.132
135518,60.359
135519,48.895
135520,50.057
135521,66.305
135522,59.22
135523,60.098
135524,41.933
135525,40.279
135526,35.517
135527,32.009
135528,40.585
135529,51.207
135530,28.722
135531,34.106
135532,33.711
135533,26.208
135534,28.84
135535,42.379
135536,18.674
135537,28.113
135538,26.169
135539,18.079
135540,19.685
135541,43.543
135542,15.964
135543,24.383
135544,24.809
135545,17.92
135546,16.3
135547,43.489
135548,14.284
135549,21.916
135550,21.967
135551,17.423
135552,14.681
135553,43.977
135554,13.883
135555,19.151
135556,19.104
135557,15.391
135558,15.306
135559,46.173
135560,14.242
135561,20.782
135562,19.821
135563,14.526
135564,17.085
135565,45.917
135566,16.661
135567,18.836
135568,18.378
135569,13.312
135570,16.98
135571,50.064
135572,19.61
135573,18.696
135574,17.76
135575,13.187
135576,20.306
135577,53.605
135578,20.535
135579,19.283
135580,18.206
135581,13.896
135582,21.052
135583,59.511
135584,23.922
135585,22.663
135586,21.799
135587,17.009
135588,24.659
135589,42.648
135590,19.429
135591,21.577
135592,20.484
135593,16.767
135594,18.17
135595,18.115
135596,17.536
135597,18.094
135598,16.687
135599,15.612
135600,16.322
135601,9.222
135602,15.32
135603,15.384
135604,14.226
135605,14.731
135606,14.978
135607,2.388
135608,15.182
135609,15.701
135610,14.125
135611,14.397
135612,14.554
135613,1.076
135614,17.755
135615,18.478
135616,18.231
135617,17.641
135618,16.626
135619,3.774
135620,18.248
135621,21.04
135622,21.095
135623,21.031
135624,17.607
135625,10.775
135626,22.433
135627,25.766
135628,24.29
135629,28.873
135630,23.533
135631,20.842
135632,28.364
135633,27.661
135634,25.525
135635,34.862
135636,27.825
135637,29.624
135638,34.671
135639,34.673
135640,28.659
135641,42.543
135642,29.958
135643,37.577
135644,35.75
135645,34.654
135646,29.277
135647,48.373
135648,29.799
135649,43.134
135650,42.366
135651,36.427
135652,32.5
135653,51.031
135654,24.014
135655,63.547
135656,48.126
135657,50.286
135658,48.763
135659,55.495
135660,54.886
135661,92.701
135662,89.181
135663,75.444
135664,47.487
135665,66.128
135666,93.497
135667,72.549
135668,62.406
135669,54.032
135670,36.094
135671,37.798
135672,59.691
