id,target
133854,32.379
133855,84.611
133856,38.591
133857,36.89
133858,37.24
133859,36.103
133860,38.561
133861,70.156
133862,35.453
133863,34.072
133864,34.475
133865,33.368
133866,35.74
133867,31.515
133868,24.189
133869,22.896
133870,24.486
133871,24.654
133872,24.562
133873,19.979
133874,19.101
133875,17.652
133876,19.641
133877,20.697
133878,19.455
133879,18.107
133880,18.478
133881,16.975
133882,19.899
133883,21.769
133884,18.935
133885,18.566
133886,21.893
133887,19.344
133888,25.734
133889,28.167
133890,22.372
133891,22.569
133892,26.057
133893,22.655
133894,29.949
133895,33.108
133896,26.24
133897,24.159
133898,27.506
133899,24.859
133900,30.177
133901,35.93
133902,27.83
133903,27.948
133904,28.258
133905,25.181
133906,28.283
133907,36.222
133908,28.219
133909,29.772
133910,27.871
133911,26.31
133912,26.56
133913,38.765
133914,26.334
133915,28.996
133916,26.972
133917,24.892
133918,24.577
133919,37.343
133920,26.037
133921,38.917
133922,28.651
133923,23.686
133924,25.805
133925,37.167
133926,30.711
133927,75.993
133928,55.179
133929,47.197
133930,49.41
133931,60.26
133932,60.488
133933,138.192
133934,104.937
133935,85.379
133936,90.117
133937,103.194
133938,107.43
133939,115.568
133940,68.176
133941,70.777
133942,62.967
133943,64.183
133944,71.773
133945,90.308
133946,47.566
133947,49.766
133948,45.165
133949,47.159
133950,43.212
133951,67.277
133952,34.151
133953,39.068
133954,37.131
133955,35.997
133956,34.001
133957,69.569
133958,29.705
133959,30.973
133960,30.536
133961,35.567
133962,28.812
133963,65.755
133964,25.491
133965,30.383
133966,23.841
133967,29.801
133968,29.505
133969,66.236
133970,27.12
133971,30.082
133972,25.386
133973,24.167
133974,28.107
133975,69.151
133976,28.734
133977,29.069
133978,28.455
133979,28.894
133980,27.302
133981,70.197
133982,28.018
133983,29.37
133984,27.524
133985,27.873
133986,28.051
133987,79.004
133988,29.869
133989,30.75
133990,28.754
133991,29.049
133992,29.522
133993,80.1
133994,33.048
133995,32.02
133996,31.999
133997,29.872
133998,33.398
133999,82.656
134000,38.68
134001,36.745
134002,34.97
134003,33.2
134004,39.396
134005,68.787
134006,35.218
134007,33.782
134008,32.867
134009,31.98
134010,36.032
134011,28.673
134012,22.537
134013,21.799
134014,22.317
134015,22.46
134016,22.981
134017,17.438
134018,17.67
134019,16.407
134020,17.854
134021,18.977
134022,18.037
134023,19.014
134024,19.28
134025,19.055
134026,20.42
134027,22.384
134028,19.602
134029,21.155
134030,24.822
134031,24.616
134032,28.439
134033,31.613
134034,25.224
134035,25.412
134036,27.638
134037,28.83
134038,41.436
134039,39.83
134040,27.781
134041,27.917
134042,30.197
134043,32.139
134044,36.161
134045,44.848
134046,30.428
134047,29.455
134048,31.702
134049,33.302
134050,34.374
134051,47.773
134052,31.868
134053,30.926
134054,32.652
134055,34.189
134056,32.04
134057,53.959
134058,32.594
134059,30.482
134060,31.905
134061,32.089
134062,34.352
134063,37.595
134064,31.987
134065,39.924
134066,37.391
134067,35.493
134068,32.736
134069,42.928
134070,37.282
134071,87.513
134072,84.137
134073,74.419
134074,69.714
134075,64.789
134076,81.902
134077,178.963
134078,159.187
134079,147.254
134080,141.285
134081,137.933
134082,161.122
134083,107.507
134084,74.88
134085,78.985
134086,67.233
134087,67.483
134088,81.955
134089,68.62
134090,33.72
134091,42.634
134092,36.105
134093,41.598
134094,39.28
134095,53.826
134096,19.969
134097,29.107
134098,23.299
134099,22.968
134100,20.732
134101,51.936
134102,16.379
134103,27.399
134104,19.551
134105,17.082
134106,17.013
134107,54.72
134108,14.121
134109,19.935
134110,19.354
134111,17.577
134112,14.478
134113,52.631
134114,13.566
134115,20.559
134116,18.37
134117,13.646
134118,12.864
134119,53.26
134120,12.445
134121,20.792
134122,18.517
134123,16.098
134124,13.214
134125,54.316
134126,12.819
134127,20.086
134128,18.543
134129,16.382
134130,13.835
134131,61.152
134132,13.585
134133,20.968
134134,20.333
134135,19.089
134136,15.647
134137,62.095
134138,17.704
134139,23.315
134140,22.604
134141,21.786
134142,16.873
134143,57.884
134144,19.305
134145,25.545
134146,25.292
134147,24.57
134148,21.693
134149,44.325
134150,18.41
134151,24.246
134152,23.644
134153,23.062
134154,21.067
134155,16.195
134156,11.948
134157,14.918
134158,15.673
134159,15.884
134160,11.875
134161,10.338
134162,9.859
134163,13.337
134164,14.876
134165,16.043
134166,9.926
134167,12.447
134168,10.642
134169,15.836
134170,18.182
134171,19.715
134172,7.518
134173,14.348
134174,15.876
134175,18.521
134176,22.741
134177,24.187
134178,9.373
134179,20.746
134180,23.124
134181,24.421
134182,29.582
134183,33.563
134184,17.786
134185,26.094
134186,28.238
134187,28.333
134188,35.162
134189,38.967
134190,25.606
134191,27.33
134192,34.069
134193,30.419
134194,38.978
134195,44.592
134196,29.471
134197,29.453
134198,34.997
134199,34.21
134200,34.087
134201,52.325
134202,30.303
134203,26.027
134204,32.454
134205,32.398
134206,31.075
134207,47.451
134208,31.414
134209,30.457
134210,31.973
134211,30.63
134212,28.359
134213,40.869
134214,34.76
134215,70.922
134216,57.748
134217,57.429
134218,49.396
134219,63.194
134220,62.511
134221,83.014
134222,77.336
134223,62.726
134224,66.129
134225,74.084
134226,81.915
134227,65.124
134228,44.716
134229,34.347
134230,40.158
134231,41.208
134232,50.217
134233,51.873
134234,29.826
134235,28.946
134236,14.226
134237,33.008
134238,28.164
134239,39.41
134240,17.478
134241,20.923
134242,13.272
134243,8.887
134244,19.816
134245,39.477
134246,11.667
134247,16.618
134248,9.947
134249,10.037
134250,11.484
134251,48.609
134252,13.141
134253,18.01
134254,11.73
134255,11.783
134256,14.201
134257,45.374
134258,10.187
134259,14.747
134260,10.617
134261,9.089
134262,11.218
134263,44.733
134264,9.196
134265,14.22
134266,13.168
134267,9.504
134268,10.169
134269,45.31
134270,8.997
134271,14.169
134272,14.962
134273,11.176
134274,9.903
134275,50.063
134276,10.088
134277,13.596
134278,16.648
134279,12.564
134280,10.546
134281,49.679
134282,12.774
134283,17.231
134284,19.085
134285,14.982
134286,12.947
134287,48.891
134288,18.936
134289,22.668
134290,23.725
134291,18.889
134292,19.202
134293,37.932
134294,16.554
134295,21.309
134296,21.547
134297,18.135
134298,17.095
134299,24.991
134300,12.06
134301,17.74
134302,17.795
134303,15.973
134304,12.015
134305,20.191
134306,11.283
134307,16.221
134308,18.968
134309,19.58
134310,11.96
134311,15.715
134312,9.616
134313,16.913
134314,21.204
134315,22.758
134316,10.028
134317,8.427
134318,9.263
134319,18.139
134320,24.173
134321,26.018
134322,9.562
134323,25.92
134324,12.999
134325,22.136
134326,28.445
134327,30.149
134328,12.929
134329,27.758
134330,15.283
134331,24.393
134332,28.273
134333,32.16
134334,16.722
134335,28.744
134336,19.589
134337,26.705
134338,31.623
134339,38.669
134340,19.302
134341,27.931
134342,16.035
134343,29.227
134344,35.031
134345,46.2
134346,20.393
134347,32.239
134348,13.87
134349,29.991
134350,36.58
134351,53.23
134352,17.758
134353,38.313
134354,15.903
134355,29.602
134356,40.782
134357,45.217
134358,15.849
134359,72.861
134360,33.204
134361,42.083
134362,64.113
134363,63.505
134364,34.173
134365,95.713
134366,47.361
134367,49.809
134368,76.063
134369,75.33
134370,48.523
134371,66.957
134372,43.187
134373,37.378
134374,25.03
134375,48.271
134376,42.927
134377,73.931
134378,30.487
134379,32.348
134380,18.367
134381,20.206
134382,27.617
134383,51.453
134384,21.684
134385,29.465
134386,19.129
134387,18.762
134388,21.254
134389,61.825
134390,21.407
134391,28.482
134392,18.953
134393,17.968
134394,25.663
134395,109.311
134396,56.351
134397,68.388
134398,56.474
134399,66.631
134400,57.171
134401,115.338
134402,58.988
134403,70.34
134404,58.215
134405,69.44
134406,59.856
134407,123.454
134408,61.001
134409,73.683
134410,60.538
134411,75.025
134412,61.868
134413,128.286
134414,62.107
134415,75.25
134416,61.589
134417,76.24
134418,62.983
134419,137.463
134420,64.196
134421,78.111
134422,63.283
134423,79.665
134424,65.021
134425,135.136
134426,66.159
134427,79.633
134428,64.878
134429,81.677
134430,66.988
134431,132.187
134432,69.762
134433,83.336
134434,68.242
134435,85.718
134436,70.565
134437,117.666
134438,68.665
134439,81.933
134440,68.007
134441,84.537
134442,69.566
134443,83.78
134444,60.93
134445,71.045
134446,60.657
134447,75.885
134448,61.555
134449,71.295
134450,58.915
134451,67.671
134452,58.669
134453,74.517
134454,59.36
134455,63.407
134456,53.465
134457,62.178
134458,54.229
134459,69.903
134460,53.852
134461,59.989
134462,54.596
134463,63.573
134464,56.666
134465,75.025
134466,55.233
134467,62.744
134468,58.175
134469,67.969
134470,62.373
134471,81.097
134472,58.488
134473,60.249
134474,56.759
134475,66.361
134476,61.538
134477,80.902
134478,57.217
134479,64.769
134480,61.041
134481,70.238
134482,64.685
134483,87.018
134484,61.52
134485,67.152
134486,64.717
134487,74.523
134488,66.873
134489,92.39
134490,65.024
134491,72.495
134492,70.217
134493,77.686
134494,70.983
134495,97.143
134496,70.77
134497,81.079
134498,74.946
134499,81.789
134500,73.657
134501,99.057
134502,75.533
134503,102.636
134504,89.047
134505,94.095
134506,81.783
134507,104.963
134508,89.916
134509,137.236
134510,108.245
134511,115.291
134512,96.817
134513,118.07
134514,109.391
134515,138.314
134516,98.272
134517,112.203
134518,89.535
134519,106.267
134520,99.471
134521,135.533
134522,85.984
134523,104.269
134524,82.124
134525,96.069
134526,86.783
134527,133.134
134528,80.553
134529,98.728
134530,79.946
134531,93.172
134532,81.476
134533,138.512
134534,79.276
134535,96.037
134536,79.051
134537,93.779
134538,80.004
134539,99.589
134540,41.759
134541,53.035
134542,36.181
134543,39.484
134544,42.748
134545,85.234
134546,32.098
134547,36.491
134548,26.437
134549,28.048
134550,32.984
134551,85.67
134552,28.834
134553,33.13
134554,26.545
134555,28.571
134556,29.647
134557,94.268
134558,28.335
134559,31.913
134560,25.862
134561,28.53
134562,28.872
134563,97.072
134564,27.682
134565,27.234
134566,26.149
134567,27.031
134568,28.092
134569,90.351
134570,27.846
134571,27.712
134572,25.536
134573,26.114
134574,28.6
134575,84.009
134576,30.678
134577,30.916
134578,27.273
134579,27.889
134580,31.695
134581,70.432
134582,29.107
134583,30.301
134584,27.214
134585,27.477
134586,30.131
134587,69.968
134588,50.587
134589,59.016
134590,49.483
134591,62.212
134592,51.238
134593,51.673
134594,42.447
134595,47.864
134596,39.595
134597,52.438
134598,43.014
134599,47.573
134600,40.669
134601,45.982
134602,37.912
134603,52.263
134604,41.167
134605,44.462
134606,40.122
134607,45.113
134608,38.689
134609,53.155
134610,40.68
134611,50.062
134612,45.421
134613,51.21
134614,46.055
134615,61.238
134616,45.77
134617,50.719
134618,45.594
134619,52.065
134620,46.615
134621,62.905
134622,46.131
134623,54.453
134624,48.866
134625,54.551
134626,48.34
134627,68.272
134628,49.259
134629,57.649
134630,51.423
134631,57.704
134632,49.435
134633,73.961
134634,51.801
134635,59.113
134636,51.871
134637,56.017
134638,48.1
134639,72.744
134640,52.384
134641,71.592
134642,62.846
134643,67.167
134644,57.567
134645,79.678
134646,63.43
134647,99.321
134648,86.507
134649,90.072
134650,76.908
134651,96.615
134652,87.269
134653,137.797
134654,104.533
134655,113.306
134656,92.242
134657,114.12
134658,105.605
134659,132.298
134660,90.14
134661,105.966
134662,80.459
134663,100.625
134664,91.295
134665,123.505
134666,76.025
134667,94.099
134668,71.536
134669,86.143
134670,76.628
134671,111.777
134672,63.868
134673,81.256
134674,62.407
134675,77.39
134676,64.828
134677,115.312
134678,60.366
134679,76.018
134680,59.916
134681,74.595
134682,61.204
134683,113.79
134684,58.846
134685,73.834
134686,58.915
134687,74.55
134688,59.785
134689,115.96
134690,58.911
134691,72.913
134692,58.111
134693,73.708
134694,59.856
134695,118.615
134696,58.522
134697,72.649
134698,57.51
134699,74.069
134700,59.418
134701,120.157
134702,57.796
134703,71.718
134704,56.753
134705,73.086
134706,58.799
134707,126.749
134708,58.518
134709,72.041
134710,57.3
134711,73.381
134712,59.416
134713,127.465
134714,61.532
134715,75.005
134716,59.71
134717,76.48
134718,62.404
134719,129.298
134720,67.352
134721,81.341
134722,65.07
134723,82.886
134724,68.151
134725,105.153
134726,62.117
134727,74.442
134728,60.199
134729,76.206
134730,63.055
134731,64.8
134732,49.344
134733,57.436
134734,46.267
134735,65.633
134736,50.042
134737,48.984
134738,40.247
134739,45.847
134740,36.091
134741,52.943
134742,40.669
134743,43.354
134744,36.189
134745,41.448
134746,32.47
134747,48.004
134748,36.574
134749,40.851
134750,35.786
134751,40.779
134752,33.178
134753,48.114
134754,36.212
134755,45.83
134756,40.459
134757,46.148
134758,39.476
134759,55.68
134760,40.753
134761,45.942
134762,40.611
134763,47.202
134764,39.99
134765,58.133
134766,41.064
134767,49.367
134768,43.886
134769,49.477
134770,42.117
134771,62.175
134772,44.161
134773,51.157
134774,46.372
134775,52.12
134776,43.087
134777,67.32
134778,46.702
134779,54.28
134780,48.997
134781,52.897
134782,44.28
134783,69.738
134784,49.517
134785,60.037
134786,53.725
134787,57.324
134788,47.226
134789,71.299
134790,54.318
134791,91.516
134792,80.718
134793,82.143
134794,69.509
134795,91.161
134796,81.482
134797,131.832
134798,107.476
134799,114.567
134800,94.748
134801,116.799
134802,108.582
134803,122.101
134804,90.385
134805,103.836
134806,81.131
134807,100.859
134808,91.479
134809,114.107
134810,71.576
134811,88.213
134812,66.232
134813,82.968
134814,72.115
134815,102.337
134816,60.03
134817,76.446
134818,57.97
134819,73.502
134820,61.168
134821,100.831
134822,53.461
134823,66.947
134824,51.521
134825,65.975
134826,54.124
134827,45.113
134828,14.042
134829,26.211
134830,24.762
134831,27.654
134832,16.488
134833,41.962
134834,13.82
134835,19.849
134836,18.586
134837,18.775
134838,13.729
134839,92.642
134840,39.748
134841,49.177
134842,36.508
134843,48.56
134844,40.524
134845,96.756
134846,41.263
134847,50.738
134848,37.543
134849,50.286
134850,42.138
134851,106.582
134852,44.06
134853,54.683
134854,40.605
134855,54.48
134856,44.851
134857,106.584
134858,47.755
134859,58.272
134860,44.139
134861,57.833
134862,48.524
134863,108.788
134864,56.65
134865,67.599
134866,53.165
134867,67.211
134868,57.358
134869,88.604
134870,51.219
134871,60.784
134872,48.494
134873,62.017
134874,52.072
134875,46.754
134876,36.462
134877,40.66
134878,32.249
134879,44.876
134880,37.031
134881,36.059
134882,28.918
134883,32.353
134884,24.521
134885,35.914
134886,29.312
134887,33.742
134888,26.952
134889,30.547
134890,23.103
134891,34.762
134892,27.255
134893,33.617
134894,28.358
134895,32.066
134896,25.427
134897,38.199
134898,28.716
134899,38.258
134900,32.973
134901,37.814
134902,31.828
134903,45.422
134904,33.219
134905,40.239
134906,35.139
134907,40.786
134908,34.456
134909,50.326
134910,35.478
134911,40.073
134912,35.572
134913,40.219
134914,33.832
134915,51.334
134916,35.836
134917,38.766
134918,35.081
134919,39.846
134920,31.677
134921,53.099
134922,35.389
134923,38.774
134924,34.898
134925,37.73
134926,29.468
134927,50.886
134928,35.295
134929,42.234
134930,36.582
134931,39.047
134932,29.626
134933,49.511
134934,37.093
134935,70.789
134936,61.518
134937,61.459
134938,49.42
134939,68.261
134940,62.285
134941,113.923
134942,93.678
134943,97.831
134944,80.841
134945,99.013
134946,94.652
134947,110.301
134948,79.859
134949,91.034
134950,70.118
134951,86.165
134952,81.181
134953,104.317
134954,64.279
134955,78.3
134956,57.965
134957,71.562
134958,64.83
134959,94.441
134960,53.96
134961,67.501
134962,51.351
134963,63.686
134964,54.96
134965,94.658
134966,48.88
134967,60.766
134968,46.097
134969,58.916
134970,49.548
134971,43.255
134972,13.721
134973,25.134
134974,22.579
134975,23.373
134976,13.373
134977,42.584
134978,12.467
134979,20.923
134980,19.081
134981,19.17
134982,11.839
134983,43.162
134984,11.099
134985,17.829
134986,18.228
134987,18.265
134988,10.651
134989,44.001
134990,9.805
134991,17.6
134992,17.01
134993,16.839
134994,8.862
134995,49.941
134996,12.363
134997,18.393
134998,17.902
134999,17.326
135000,13.132
135001,49.515
135002,16.37
135003,21.32
135004,20.373
135005,19.359
135006,16.362
135007,47.208
135008,23.353
135009,27.044
135010,25.79
135011,24.974
135012,23.203
135013,35.769
135014,24.016
135015,24.846
135016,23.675
135017,23.142
135018,22.057
135019,9.346
135020,15.876
135021,14.695
135022,15.708
135023,15.541
135024,15.785
135025,1.587
135026,12.928
135027,12.278
135028,13.603
135029,14.495
135030,13.172
135031,-0.701
135032,12.97
135033,13.309
135034,14.566
135035,16.196
135036,12.81
135037,-1.129
135038,16.241
135039,15.883
135040,17.621
135041,20.476
135042,16.531
135043,1.959
135044,19.664
135045,20.636
135046,22.943
135047,26.227
135048,19.688
135049,3.924
135050,21.293
135051,22.989
135052,24.048
135053,30.269
135054,21.596
135055,4.337
135056,21.559
135057,24.035
135058,23.271
135059,31.72
135060,21.879
135061,3.372
135062,17.01
135063,23.131
135064,18.494
135065,32.495
135066,16.83
135067,2.285
135068,11.077
135069,19.086
135070,9.136
135071,27.272
135072,13.08
135073,4.278
135074,12.719
135075,21.536
135076,0.232
135077,18.926
135078,14.42
135079,23.751
135080,33.451
135081,43.132
135082,11.408
135083,25.119
135084,33.377
135085,55.217
135086,56.163
135087,69.206
135088,27.895
135089,38.874
135090,54.859
135091,49.65
135092,39.745
135093,40.429
135094,25.073
135095,26.448
135096,40.249
135097,46.502
135098,25.042
135099,31.493
135100,28.656
135101,24.208
135102,26.298
135103,41.331
135104,16.962
135105,25.524
135106,24.566
135107,20.302
135108,18.282
135109,42.932
135110,14.253
135111,23.545
135112,23.966
135113,22.187
135114,16.935
135115,41.522
135116,11.022
135117,20.661
135118,20.573
135119,20.033
135120,10.268
135121,43.151
135122,11.646
135123,19.466
135124,19.191
135125,18.877
135126,11.303
135127,45.199
135128,10.518
135129,19.52
135130,18.246
135131,16.532
135132,10.261
135133,45.889
135134,10.817
135135,18.976
135136,17.464
135137,16.486
135138,10.755
135139,51.039
135140,12.562
135141,18.67
135142,17.578
135143,16.285
135144,13.223
135145,51.215
135146,19.282
135147,21.493
135148,20.427
135149,19.573
135150,19.012
135151,55.253
135152,34.031
135153,33.517
135154,32.928
135155,31.547
135156,32.493
135157,41.485
135158,26.286
135159,26.898
135160,26.062
135161,25.394
135162,27.337
135163,15.289
135164,16.917
135165,16.606
135166,17.272
135167,17.574
135168,16.535
135169,9.565
135170,14.36
135171,13.834
135172,15.117
135173,15.854
135174,14.398
135175,6.817
135176,14.043
135177,15.066
135178,16.075
135179,17.524
135180,14.267
135181,4.623
135182,15.668
135183,18.319
135184,20.196
135185,22.725
135186,15.853
135187,7.593
135188,19.873
135189,24.365
135190,26.201
135191,30.245
135192,20.266
135193,9.792
135194,21.185
135195,26.413
135196,27.78
135197,33.806
135198,22.687
135199,8.175
135200,19.485
135201,23.52
135202,23.505
135203,33.786
135204,19.158
135205,6.331
135206,17.112
135207,23.723
135208,21.451
135209,35.266
135210,18.83
135211,3.145
135212,17.207
135213,14.47
135214,-2.266
135215,31.033
135216,17.425
135217,6.624
135218,18.411
135219,16.061
135220,14.244
135221,22.97
135222,20.651
135223,29.472
135224,43.013
135225,27.373
135226,21.317
135227,37.451
135228,38.264
135229,63.233
135230,63.317
135231,50.595
135232,45.252
135233,54.174
135234,64.789
135235,56.214
135236,42.511
135237,42.983
135238,25.794
135239,31.617
135240,44.095
135241,54.364
135242,27.523
135243,35.869
135244,21.78
135245,19.55
135246,31.205
135247,42.834
135248,19.806
135249,29.214
135250,20.928
135251,15.808
135252,20.961
135253,46.205
135254,16.683
135255,25.131
135256,19.729
135257,17.088
135258,17.592
135259,95.724
135260,48.048
135261,23.697
135262,21.699
135263,21.185
135264,48.748
135265,98.03
135266,47.459
135267,22.933
135268,21.802
135269,19.749
135270,48.344
135271,102.023
135272,47.649
135273,21.35
135274,20.779
135275,19.165
135276,48.444
135277,102.521
135278,46.596
135279,21.163
135280,20.24
135281,18.295
135282,47.493
135283,107.143
135284,46.77
135285,21.281
135286,20.248
135287,18.812
135288,47.608
135289,108.422
135290,51.216
135291,23.819
135292,22.416
135293,21.008
135294,52.037
135295,107.248
135296,57.566
135297,27.138
135298,25.523
135299,24.56
135300,58.389
135301,89.064
135302,53.287
135303,25.037
135304,24.119
135305,23.194
135306,54.176
135307,47.191
135308,36.879
135309,15.152
135310,16.115
135311,16.05
135312,37.436
135313,37.365
135314,32.085
135315,13.313
135316,14.568
135317,15.185
135318,32.505
135319,35.495
135320,31.921
135321,14.376
135322,15.468
135323,17.0
135324,32.251
135325,33.926
135326,32.587
135327,16.06
135328,17.858
135329,21.157
135330,32.983
135331,36.411
135332,34.395
135333,18.444
135334,21.968
135335,25.988
135336,34.697
135337,39.708
135338,37.662
135339,19.683
135340,24.09
135341,31.28
135342,38.109
135343,41.147
135344,38.559
135345,18.159
135346,22.59
135347,31.453
135348,38.821
135349,40.489
135350,38.598
135351,6.548
135352,20.008
135353,34.024
135354,39.139
135355,39.114
135356,36.648
135357,10.618
135358,17.605
135359,30.597
135360,37.241
135361,42.847
135362,38.815
135363,11.224
135364,11.887
135365,26.728
135366,39.236
135367,66.351
135368,56.59
135369,17.718
135370,10.853
135371,20.151
135372,57.447
135373,105.708
135374,85.8
135375,36.149
135376,26.138
135377,34.629
135378,86.868
135379,107.592
135380,80.045
135381,32.42
135382,24.863
135383,23.073
135384,81.191
135385,103.394
135386,65.549
135387,32.644
135388,24.454
135389,17.202
135390,66.074
135391,96.596
135392,55.859
135393,27.881
135394,24.069
135395,15.649
135396,56.789
135397,97.829
135398,52.617
135399,24.056
135400,24.219
135401,21.514
135402,53.278
135403,51.892
135404,19.771
135405,24.925
135406,18.168
135407,16.392
135408,20.575
135409,50.084
135410,16.903
135411,23.451
135412,19.781
135413,15.707
135414,18.036
135415,49.16
135416,14.607
135417,22.382
135418,21.247
135419,20.645
135420,14.571
135421,51.287
135422,14.558
135423,22.119
135424,20.606
135425,19.797
135426,16.183
135427,54.829
135428,15.847
135429,22.077
135430,20.507
135431,19.395
135432,18.232
135433,49.725
135434,18.323
135435,23.005
135436,21.561
135437,20.425
135438,20.143
135439,50.722
135440,26.413
135441,31.096
135442,29.2
135443,28.275
135444,26.615
135445,39.571
135446,22.387
135447,26.349
135448,24.534
135449,23.754
135450,23.492
135451,18.361
135452,16.181
135453,18.06
135454,17.889
135455,18.299
135456,15.893
135457,10.506
135458,13.859
135459,16.262
135460,16.653
135461,16.213
135462,13.708
135463,5.633
135464,10.549
135465,15.594
135466,16.138
135467,17.189
135468,10.877
135469,1.069
135470,11.582
135471,16.589
135472,18.433
135473,20.636
135474,11.962
135475,3.212
135476,11.02
135477,18.804
135478,22.357
135479,24.961
135480,11.537
135481,4.886
135482,11.697
135483,19.539
135484,24.044
135485,29.478
135486,10.907
135487,8.293
135488,11.693
135489,21.2
135490,6.137
135491,31.896
135492,11.037
135493,9.248
135494,10.934
135495,17.303
135496,22.916
135497,34.405
135498,11.17
135499,12.744
135500,12.333
135501,18.314
135502,15.671
135503,34.493
135504,11.902
135505,14.471
135506,9.679
135507,17.871
135508,18.296
135509,34.277
135510,11.73
135511,31.161
135512,27.454
135513,24.356
135514,31.094
135515,18.349
135516,28.852
135517,57.295
135518,48.516
135519,43.664
135520,48.285
135521,59.815
135522,47.391
135523,53.07
135524,37.246
135525,37.094
135526,34.459
135527,27.843
135528,35.998
135529,50.313
135530,30.105
135531,34.657
135532,34.312
135533,27.257
135534,30.208
135535,42.237
135536,19.759
135537,28.956
135538,26.786
135539,18.914
135540,20.895
135541,43.751
135542,17.126
135543,25.405
135544,25.801
135545,19.389
135546,17.518
135547,43.537
135548,15.44
135549,22.522
135550,22.854
135551,18.808
135552,15.879
135553,43.968
135554,14.972
135555,19.538
135556,19.94
135557,16.618
135558,16.47
135559,46.114
135560,15.342
135561,21.361
135562,20.572
135563,15.609
135564,18.562
135565,45.627
135566,18.241
135567,19.412
135568,18.857
135569,14.342
135570,18.638
135571,49.824
135572,21.403
135573,19.162
135574,18.21
135575,14.111
135576,22.097
135577,53.889
135578,22.366
135579,19.701
135580,18.674
135581,14.858
135582,22.918
135583,60.466
135584,24.875
135585,22.399
135586,21.54
135587,17.095
135588,25.66
135589,42.631
135590,19.99
135591,21.758
135592,20.892
135593,17.12
135594,18.623
135595,19.251
135596,19.491
135597,19.267
135598,17.999
135599,17.084
135600,18.283
135601,10.521
135602,17.143
135603,16.392
135604,15.652
135605,16.352
135606,16.785
135607,3.001
135608,16.916
135609,16.588
135610,15.311
135611,15.796
135612,16.177
135613,1.26
135614,19.467
135615,19.465
135616,19.262
135617,18.964
135618,18.183
135619,4.11
135620,19.796
135621,21.946
135622,21.748
135623,22.094
135624,19.054
135625,10.932
135626,23.028
135627,26.129
135628,24.367
135629,29.184
135630,24.266
135631,19.638
135632,27.304
135633,26.6
135634,25.696
135635,33.388
135636,26.737
135637,26.361
135638,31.368
135639,32.739
135640,28.823
135641,39.433
135642,26.237
135643,30.979
135644,28.667
135645,29.997
135646,28.729
135647,41.879
135648,22.485
135649,36.794
135650,36.23
135651,32.304
135652,31.603
135653,45.152
135654,17.034
135655,55.497
135656,40.358
135657,47.743
135658,49.391
135659,50.514
135660,48.138
135661,81.181
135662,79.19
135663,72.091
135664,45.819
135665,59.206
135666,83.517
135667,67.728
135668,59.269
135669,52.11
135670,35.506
135671,34.11
135672,56.599
